date,blood_group,units_demanded
2006-11-07,B,117
2006-11-07,O,160
2006-11-08,A,96
2006-11-08,AB,20
2006-11-08,B,125
2006-11-08,O,193
2006-11-09,A,111
2006-11-09,AB,22
2006-11-09,B,122
2006-11-09,O,201
2006-11-10,A,130
2006-11-10,AB,41
2006-11-10,B,113
2006-11-10,O,206
2006-11-11,A,107
2006-11-11,AB,51
2006-11-11,B,113
2006-11-11,O,204
2006-11-12,A,99
2006-11-12,AB,38
2006-11-12,B,132
2006-11-12,O,180
2006-11-13,A,120
2006-11-13,AB,35
2006-11-13,B,148
2006-11-13,O,200
2006-11-14,A,119
2006-11-14,AB,30
2006-11-14,B,138
2006-11-14,O,180
2006-11-15,A,99
2006-11-15,AB,32
2006-11-15,B,146
2006-11-15,O,192
2006-11-16,A,113
2006-11-16,AB,28
2006-11-16,B,141
2006-11-16,O,172
2006-11-17,A,120
2006-11-17,AB,32
2006-11-17,B,129
2006-11-17,O,172
2006-11-18,A,113
2006-11-18,AB,29
2006-11-18,B,141
2006-11-18,O,177
2006-11-19,A,109
2006-11-19,AB,36
2006-11-19,B,102
2006-11-19,O,205
2006-11-20,A,118
2006-11-20,AB,44
2006-11-20,B,109
2006-11-20,O,203
2006-11-21,A,156
2006-11-21,AB,35
2006-11-21,B,122
2006-11-21,O,229
2006-11-22,A,149
2006-11-22,AB,41
2006-11-22,B,145
2006-11-22,O,225
2006-11-23,A,167
2006-11-23,AB,32
2006-11-23,B,155
2006-11-23,O,259
2006-11-24,A,207
2006-11-24,AB,37
2006-11-24,B,139
2006-11-24,O,286
2006-11-25,A,170
2006-11-25,AB,38
2006-11-25,B,153
2006-11-25,O,263
2006-11-26,A,188
2006-11-26,AB,53
2006-11-26,B,151
2006-11-26,O,261
2006-11-27,A,190
2006-11-27,AB,32
2006-11-27,B,167
2006-11-27,O,268
2006-11-28,A,180
2006-11-28,AB,45
2006-11-28,B,177
2006-11-28,O,251
2006-11-29,A,175
2006-11-29,AB,56
2006-11-29,B,161
2006-11-29,O,285
2006-11-30,A,176
2006-11-30,AB,58
2006-11-30,B,185
2006-11-30,O,298
2006-12-01,A,168
2006-12-01,AB,43
2006-12-01,B,178
2006-12-01,O,315
2006-12-02,A,166
2006-12-02,AB,41
2006-12-02,B,157
2006-12-02,O,260
2006-12-03,A,181
2006-12-03,AB,39
2006-12-03,B,188
2006-12-03,O,240
2006-12-04,A,192
2006-12-04,AB,43
2006-12-04,B,178
2006-12-04,O,292
2006-12-05,A,182
2006-12-05,AB,31
2006-12-05,B,185
2006-12-05,O,296
2006-12-06,A,200
2006-12-06,AB,58
2006-12-06,B,178
2006-12-06,O,293
2006-12-07,A,177
2006-12-07,AB,46
2006-12-07,B,189
2006-12-07,O,300
2006-12-08,A,174
2006-12-08,AB,45
2006-12-08,B,176
2006-12-08,O,321
2006-12-09,A,258
2006-12-09,AB,49
2006-12-09,B,162
2006-12-09,O,283
2006-12-10,A,275
2006-12-10,AB,44
2006-12-10,B,173
2006-12-10,O,275
2006-12-11,A,305
2006-12-11,AB,50
2006-12-11,B,167
2006-12-11,O,287
2006-12-12,A,277
2006-12-12,AB,55
2006-12-12,B,159
2006-12-12,O,254
2006-12-13,A,288
2006-12-13,AB,40
2006-12-13,B,169
2006-12-13,O,303
2006-12-14,A,260
2006-12-14,AB,52
2006-12-14,B,158
2006-12-14,O,303
2006-12-15,A,271
2006-12-15,AB,44
2006-12-15,B,183
2006-12-15,O,306
2006-12-16,A,270
2006-12-16,AB,39
2006-12-16,B,171
2006-12-16,O,283
2006-12-17,A,264
2006-12-17,AB,41
2006-12-17,B,144
2006-12-17,O,303
2006-12-18,A,262
2006-12-18,AB,38
2006-12-18,B,168
2006-12-18,O,268
2006-12-19,A,177
2006-12-19,AB,45
2006-12-19,B,179
2006-12-19,O,313
2006-12-20,A,181
2006-12-20,AB,35
2006-12-20,B,189
2006-12-20,O,292
2006-12-21,A,212
2006-12-21,AB,43
2006-12-21,B,169
2006-12-21,O,282
2006-12-22,A,188
2006-12-22,AB,33
2006-12-22,B,156
2006-12-22,O,266
2006-12-23,A,152
2006-12-23,AB,30
2006-12-23,B,154
2006-12-23,O,217
2006-12-24,A,137
2006-12-24,AB,36
2006-12-24,B,141
2006-12-24,O,244
2006-12-25,A,143
2006-12-25,AB,31
2006-12-25,B,151
2006-12-25,O,265
2006-12-26,A,137
2006-12-26,AB,36
2006-12-26,B,151
2006-12-26,O,220
2006-12-27,A,134
2006-12-27,AB,43
2006-12-27,B,146
2006-12-27,O,239
2006-12-28,A,136
2006-12-28,AB,29
2006-12-28,B,140
2006-12-28,O,220
2006-12-29,A,151
2006-12-29,AB,28
2006-12-29,B,140
2006-12-29,O,258
2006-12-30,A,127
2006-12-30,AB,29
2006-12-30,B,123
2006-12-30,O,230
2006-12-31,A,133
2006-12-31,AB,24
2006-12-31,B,148
2006-12-31,O,205
2007-01-01,A,150
2007-01-01,AB,36
2007-01-01,B,135
2007-01-01,O,233
2007-01-02,A,118
2007-01-02,AB,36
2007-01-02,B,129
2007-01-02,O,199
2007-01-03,A,139
2007-01-03,AB,47
2007-01-03,B,136
2007-01-03,O,210
2007-01-04,A,139
2007-01-04,AB,34
2007-01-04,B,135
2007-01-04,O,220
2007-01-05,A,151
2007-01-05,AB,49
2007-01-05,B,139
2007-01-05,O,210
2007-01-06,A,114
2007-01-06,AB,42
2007-01-06,B,135
2007-01-06,O,208
2007-01-07,A,115
2007-01-07,AB,47
2007-01-07,B,133
2007-01-07,O,202
2007-01-08,A,125
2007-01-08,AB,51
2007-01-08,B,156
2007-01-08,O,719
2007-01-09,A,144
2007-01-09,AB,58
2007-01-09,B,147
2007-01-09,O,245
2007-01-10,A,163
2007-01-10,AB,55
2007-01-10,B,148
2007-01-10,O,247
2007-01-11,A,147
2007-01-11,AB,65
2007-01-11,B,168
2007-01-11,O,305
2007-01-12,A,164
2007-01-12,AB,58
2007-01-12,B,148
2007-01-12,O,276
2007-01-13,A,143
2007-01-13,AB,48
2007-01-13,B,164
2007-01-13,O,248
2007-01-14,A,148
2007-01-14,AB,56
2007-01-14,B,153
2007-01-14,O,208
2007-01-15,A,167
2007-01-15,AB,61
2007-01-15,B,195
2007-01-15,O,281
2007-01-16,A,174
2007-01-16,AB,63
2007-01-16,B,192
2007-01-16,O,281
2007-01-17,A,176
2007-01-17,AB,75
2007-01-17,B,161
2007-01-17,O,279
2007-01-18,A,175
2007-01-18,AB,61
2007-01-18,B,182
2007-01-18,O,272
2007-01-19,A,171
2007-01-19,AB,60
2007-01-19,B,178
2007-01-19,O,269
2007-01-20,A,166
2007-01-20,AB,67
2007-01-20,B,179
2007-01-20,O,257
2007-01-21,A,173
2007-01-21,AB,64
2007-01-21,B,176
2007-01-21,O,304
2007-01-22,A,173
2007-01-22,AB,155
2007-01-22,B,168
2007-01-22,O,285
2007-01-23,A,192
2007-01-23,AB,75
2007-01-23,B,184
2007-01-23,O,298
2007-01-24,A,179
2007-01-24,AB,74
2007-01-24,B,187
2007-01-24,O,306
2007-01-25,A,201
2007-01-25,AB,65
2007-01-25,B,179
2007-01-25,O,315
2007-01-26,A,193
2007-01-26,AB,82
2007-01-26,B,227
2007-01-26,O,331
2007-01-27,A,177
2007-01-27,AB,60
2007-01-27,B,218
2007-01-27,O,289
2007-01-28,A,188
2007-01-28,AB,56
2007-01-28,B,192
2007-01-28,O,264
2007-01-29,A,171
2007-01-29,AB,50
2007-01-29,B,187
2007-01-29,O,315
2007-01-30,A,200
2007-01-30,AB,52
2007-01-30,B,219
2007-01-30,O,318
2007-01-31,A,232
2007-01-31,AB,58
2007-01-31,B,233
2007-01-31,O,328
2007-02-01,A,229
2007-02-01,AB,55
2007-02-01,B,213
2007-02-01,O,349
2007-02-02,A,218
2007-02-02,AB,59
2007-02-02,B,239
2007-02-02,O,384
2007-02-03,A,190
2007-02-03,AB,40
2007-02-03,B,223
2007-02-03,O,349
2007-02-04,A,216
2007-02-04,AB,54
2007-02-04,B,247
2007-02-04,O,351
2007-02-05,A,246
2007-02-05,AB,68
2007-02-05,B,260
2007-02-05,O,359
2007-02-06,A,236
2007-02-06,AB,53
2007-02-06,B,269
2007-02-06,O,367
2007-02-07,A,243
2007-02-07,AB,64
2007-02-07,B,282
2007-02-07,O,386
2007-02-08,A,261
2007-02-08,AB,55
2007-02-08,B,220
2007-02-08,O,379
2007-02-09,A,226
2007-02-09,AB,40
2007-02-09,B,278
2007-02-09,O,364
2007-02-10,A,246
2007-02-10,AB,55
2007-02-10,B,228
2007-02-10,O,309
2007-02-11,A,218
2007-02-11,AB,54
2007-02-11,B,264
2007-02-11,O,350
2007-02-12,A,273
2007-02-12,AB,61
2007-02-12,B,275
2007-02-12,O,382
2007-02-13,A,260
2007-02-13,AB,70
2007-02-13,B,316
2007-02-13,O,389
2007-02-14,A,263
2007-02-14,AB,76
2007-02-14,B,323
2007-02-14,O,441
2007-02-15,A,252
2007-02-15,AB,73
2007-02-15,B,339
2007-02-15,O,424
2007-02-16,A,265
2007-02-16,AB,80
2007-02-16,B,301
2007-02-16,O,423
2007-02-17,A,225
2007-02-17,AB,60
2007-02-17,B,262
2007-02-17,O,364
2007-02-18,A,201
2007-02-18,AB,55
2007-02-18,B,244
2007-02-18,O,357
2007-02-19,A,265
2007-02-19,AB,65
2007-02-19,B,280
2007-02-19,O,388
2007-02-20,A,234
2007-02-20,AB,70
2007-02-20,B,263
2007-02-20,O,388
2007-02-21,A,235
2007-02-21,AB,58
2007-02-21,B,268
2007-02-21,O,355
2007-02-22,A,212
2007-02-22,AB,60
2007-02-22,B,252
2007-02-22,O,346
2007-02-23,A,231
2007-02-23,AB,71
2007-02-23,B,248
2007-02-23,O,368
2007-02-24,A,201
2007-02-24,AB,53
2007-02-24,B,269
2007-02-24,O,320
2007-02-25,A,204
2007-02-25,AB,62
2007-02-25,B,255
2007-02-25,O,349
2007-02-26,A,198
2007-02-26,AB,66
2007-02-26,B,257
2007-02-26,O,341
2007-02-27,A,247
2007-02-27,AB,61
2007-02-27,B,267
2007-02-27,O,338
2007-02-28,A,214
2007-02-28,AB,58
2007-02-28,B,286
2007-02-28,O,370
2007-03-01,A,200
2007-03-01,AB,73
2007-03-01,B,272
2007-03-01,O,333
2007-03-02,A,206
2007-03-02,AB,62
2007-03-02,B,265
2007-03-02,O,366
2007-03-03,A,199
2007-03-03,AB,52
2007-03-03,B,241
2007-03-03,O,293
2007-03-04,A,173
2007-03-04,AB,43
2007-03-04,B,208
2007-03-04,O,290
2007-03-05,A,223
2007-03-05,AB,60
2007-03-05,B,258
2007-03-05,O,301
2007-03-06,A,201
2007-03-06,AB,64
2007-03-06,B,240
2007-03-06,O,305
2007-03-07,A,228
2007-03-07,AB,66
2007-03-07,B,238
2007-03-07,O,335
2007-03-08,A,227
2007-03-08,AB,64
2007-03-08,B,232
2007-03-08,O,319
2007-03-09,A,192
2007-03-09,AB,45
2007-03-09,B,267
2007-03-09,O,286
2007-03-10,A,197
2007-03-10,AB,43
2007-03-10,B,240
2007-03-10,O,274
2007-03-11,A,182
2007-03-11,AB,50
2007-03-11,B,355
2007-03-11,O,266
2007-03-12,A,203
2007-03-12,AB,37
2007-03-12,B,221
2007-03-12,O,327
2007-03-13,A,184
2007-03-13,AB,48
2007-03-13,B,162
2007-03-13,O,267
2007-03-14,A,176
2007-03-14,AB,50
2007-03-14,B,202
2007-03-14,O,263
2007-03-15,A,167
2007-03-15,AB,53
2007-03-15,B,189
2007-03-15,O,258
2007-03-16,A,142
2007-03-16,AB,39
2007-03-16,B,151
2007-03-16,O,274
2007-03-17,A,144
2007-03-17,AB,38
2007-03-17,B,157
2007-03-17,O,222
2007-03-18,A,154
2007-03-18,AB,32
2007-03-18,B,152
2007-03-18,O,213
2007-03-19,A,181
2007-03-19,AB,38
2007-03-19,B,176
2007-03-19,O,253
2007-03-20,A,141
2007-03-20,AB,32
2007-03-20,B,158
2007-03-20,O,245
2007-03-21,A,172
2007-03-21,AB,50
2007-03-21,B,181
2007-03-21,O,264
2007-03-22,A,148
2007-03-22,AB,32
2007-03-22,B,161
2007-03-22,O,256
2007-03-23,A,175
2007-03-23,AB,45
2007-03-23,B,169
2007-03-23,O,241
2007-03-24,A,151
2007-03-24,AB,27
2007-03-24,B,184
2007-03-24,O,251
2007-03-25,A,136
2007-03-25,AB,36
2007-03-25,B,185
2007-03-25,O,283
2007-03-26,A,167
2007-03-26,AB,48
2007-03-26,B,168
2007-03-26,O,280
2007-03-27,A,155
2007-03-27,AB,40
2007-03-27,B,181
2007-03-27,O,279
2007-03-28,A,168
2007-03-28,AB,46
2007-03-28,B,183
2007-03-28,O,251
2007-03-29,A,162
2007-03-29,AB,48
2007-03-29,B,201
2007-03-29,O,277
2007-03-30,A,155
2007-03-30,AB,41
2007-03-30,B,180
2007-03-30,O,279
2007-03-31,A,140
2007-03-31,AB,32
2007-03-31,B,146
2007-03-31,O,253
2007-04-01,A,138
2007-04-01,AB,47
2007-04-01,B,169
2007-04-01,O,253
2007-04-02,A,162
2007-04-02,AB,33
2007-04-02,B,178
2007-04-02,O,253
2007-04-03,A,163
2007-04-03,AB,43
2007-04-03,B,145
2007-04-03,O,265
2007-04-04,A,196
2007-04-04,AB,56
2007-04-04,B,185
2007-04-04,O,272
2007-04-05,A,165
2007-04-05,AB,38
2007-04-05,B,175
2007-04-05,O,291
2007-04-06,A,166
2007-04-06,AB,55
2007-04-06,B,193
2007-04-06,O,254
2007-04-07,A,149
2007-04-07,AB,34
2007-04-07,B,149
2007-04-07,O,235
2007-04-08,A,146
2007-04-08,AB,35
2007-04-08,B,156
2007-04-08,O,223
2007-04-09,A,172
2007-04-09,AB,43
2007-04-09,B,168
2007-04-09,O,268
2007-04-10,A,158
2007-04-10,AB,48
2007-04-10,B,188
2007-04-10,O,269
2007-04-11,A,163
2007-04-11,AB,55
2007-04-11,B,178
2007-04-11,O,235
2007-04-12,A,170
2007-04-12,AB,39
2007-04-12,B,152
2007-04-12,O,248
2007-04-13,A,172
2007-04-13,AB,44
2007-04-13,B,180
2007-04-13,O,271
2007-04-14,A,143
2007-04-14,AB,32
2007-04-14,B,168
2007-04-14,O,233
2007-04-15,A,149
2007-04-15,AB,36
2007-04-15,B,184
2007-04-15,O,208
2007-04-16,A,174
2007-04-16,AB,51
2007-04-16,B,178
2007-04-16,O,254
2007-04-17,A,171
2007-04-17,AB,41
2007-04-17,B,196
2007-04-17,O,280
2007-04-18,A,418
2007-04-18,AB,47
2007-04-18,B,177
2007-04-18,O,254
2007-04-19,A,176
2007-04-19,AB,53
2007-04-19,B,174
2007-04-19,O,287
2007-04-20,A,171
2007-04-20,AB,45
2007-04-20,B,191
2007-04-20,O,274
2007-04-21,A,145
2007-04-21,AB,46
2007-04-21,B,158
2007-04-21,O,236
2007-04-22,A,145
2007-04-22,AB,30
2007-04-22,B,158
2007-04-22,O,218
2007-04-23,A,161
2007-04-23,AB,47
2007-04-23,B,143
2007-04-23,O,243
2007-04-24,A,186
2007-04-24,AB,45
2007-04-24,B,166
2007-04-24,O,275
2007-04-25,A,163
2007-04-25,AB,39
2007-04-25,B,178
2007-04-25,O,253
2007-04-26,A,157
2007-04-26,AB,43
2007-04-26,B,168
2007-04-26,O,252
2007-04-27,A,142
2007-04-27,AB,47
2007-04-27,B,160
2007-04-27,O,237
2007-04-28,A,109
2007-04-28,AB,39
2007-04-28,B,134
2007-04-28,O,216
2007-04-29,A,134
2007-04-29,AB,37
2007-04-29,B,146
2007-04-29,O,239
2007-04-30,A,377
2007-04-30,AB,35
2007-04-30,B,165
2007-04-30,O,243
2007-05-01,A,170
2007-05-01,AB,39
2007-05-01,B,159
2007-05-01,O,289
2007-05-02,A,155
2007-05-02,AB,53
2007-05-02,B,147
2007-05-02,O,276
2007-05-03,A,155
2007-05-03,AB,40
2007-05-03,B,164
2007-05-03,O,263
2007-05-04,A,161
2007-05-04,AB,30
2007-05-04,B,153
2007-05-04,O,249
2007-05-05,A,148
2007-05-05,AB,50
2007-05-05,B,145
2007-05-05,O,231
2007-05-06,A,122
2007-05-06,AB,37
2007-05-06,B,156
2007-05-06,O,243
2007-05-07,A,138
2007-05-07,AB,40
2007-05-07,B,175
2007-05-07,O,262
2007-05-08,A,144
2007-05-08,AB,55
2007-05-08,B,160
2007-05-08,O,232
2007-05-09,A,138
2007-05-09,AB,41
2007-05-09,B,183
2007-05-09,O,267
2007-05-10,A,156
2007-05-10,AB,45
2007-05-10,B,155
2007-05-10,O,245
2007-05-11,A,143
2007-05-11,AB,45
2007-05-11,B,181
2007-05-11,O,238
2007-05-12,A,132
2007-05-12,AB,38
2007-05-12,B,165
2007-05-12,O,241
2007-05-13,A,143
2007-05-13,AB,39
2007-05-13,B,191
2007-05-13,O,235
2007-05-14,A,151
2007-05-14,AB,41
2007-05-14,B,161
2007-05-14,O,269
2007-05-15,A,148
2007-05-15,AB,42
2007-05-15,B,173
2007-05-15,O,270
2007-05-16,A,164
2007-05-16,AB,49
2007-05-16,B,227
2007-05-16,O,311
2007-05-17,A,144
2007-05-17,AB,51
2007-05-17,B,170
2007-05-17,O,302
2007-05-18,A,151
2007-05-18,AB,50
2007-05-18,B,168
2007-05-18,O,254
2007-05-19,A,117
2007-05-19,AB,39
2007-05-19,B,147
2007-05-19,O,246
2007-05-20,A,133
2007-05-20,AB,37
2007-05-20,B,174
2007-05-20,O,275
2007-05-21,A,163
2007-05-21,AB,39
2007-05-21,B,197
2007-05-21,O,282
2007-05-22,A,153
2007-05-22,AB,41
2007-05-22,B,161
2007-05-22,O,269
2007-05-23,A,162
2007-05-23,AB,40
2007-05-23,B,168
2007-05-23,O,263
2007-05-24,A,160
2007-05-24,AB,50
2007-05-24,B,165
2007-05-24,O,266
2007-05-25,A,171
2007-05-25,AB,36
2007-05-25,B,165
2007-05-25,O,257
2007-05-26,A,142
2007-05-26,AB,48
2007-05-26,B,163
2007-05-26,O,284
2007-05-27,A,154
2007-05-27,AB,45
2007-05-27,B,148
2007-05-27,O,224
2007-05-28,A,162
2007-05-28,AB,44
2007-05-28,B,173
2007-05-28,O,264
2007-05-29,A,154
2007-05-29,AB,43
2007-05-29,B,143
2007-05-29,O,234
2007-05-30,A,140
2007-05-30,AB,38
2007-05-30,B,141
2007-05-30,O,253
2007-05-31,A,150
2007-05-31,AB,25
2007-05-31,B,156
2007-05-31,O,609
2007-06-01,A,148
2007-06-01,AB,43
2007-06-01,B,167
2007-06-01,O,250
2007-06-02,A,145
2007-06-02,AB,43
2007-06-02,B,142
2007-06-02,O,219
2007-06-03,A,118
2007-06-03,AB,29
2007-06-03,B,154
2007-06-03,O,212
2007-06-04,A,142
2007-06-04,AB,34
2007-06-04,B,169
2007-06-04,O,234
2007-06-05,A,150
2007-06-05,AB,28
2007-06-05,B,171
2007-06-05,O,245
2007-06-06,A,148
2007-06-06,AB,39
2007-06-06,B,151
2007-06-06,O,242
2007-06-07,A,179
2007-06-07,AB,35
2007-06-07,B,152
2007-06-07,O,241
2007-06-08,A,153
2007-06-08,AB,38
2007-06-08,B,185
2007-06-08,O,250
2007-06-09,A,147
2007-06-09,AB,30
2007-06-09,B,143
2007-06-09,O,208
2007-06-10,A,133
2007-06-10,AB,43
2007-06-10,B,174
2007-06-10,O,211
2007-06-11,A,163
2007-06-11,AB,41
2007-06-11,B,191
2007-06-11,O,250
2007-06-12,A,162
2007-06-12,AB,41
2007-06-12,B,173
2007-06-12,O,266
2007-06-13,A,159
2007-06-13,AB,52
2007-06-13,B,153
2007-06-13,O,255
2007-06-14,A,157
2007-06-14,AB,48
2007-06-14,B,191
2007-06-14,O,235
2007-06-15,A,153
2007-06-15,AB,49
2007-06-15,B,157
2007-06-15,O,231
2007-06-16,A,145
2007-06-16,AB,28
2007-06-16,B,147
2007-06-16,O,239
2007-06-17,A,153
2007-06-17,AB,43
2007-06-17,B,163
2007-06-17,O,208
2007-06-18,A,162
2007-06-18,AB,32
2007-06-18,B,184
2007-06-18,O,249
2007-06-19,A,133
2007-06-19,AB,37
2007-06-19,B,185
2007-06-19,O,225
2007-06-20,A,125
2007-06-20,AB,41
2007-06-20,B,216
2007-06-20,O,262
2007-06-21,A,150
2007-06-21,AB,38
2007-06-21,B,159
2007-06-21,O,258
2007-06-22,A,129
2007-06-22,AB,35
2007-06-22,B,172
2007-06-22,O,231
2007-06-23,A,128
2007-06-23,AB,31
2007-06-23,B,162
2007-06-23,O,228
2007-06-24,A,140
2007-06-24,AB,44
2007-06-24,B,195
2007-06-24,O,262
2007-06-25,A,146
2007-06-25,AB,37
2007-06-25,B,186
2007-06-25,O,244
2007-06-26,A,145
2007-06-26,AB,39
2007-06-26,B,178
2007-06-26,O,225
2007-06-27,A,131
2007-06-27,AB,34
2007-06-27,B,169
2007-06-27,O,257
2007-06-28,A,123
2007-06-28,AB,32
2007-06-28,B,160
2007-06-28,O,251
2007-06-29,A,143
2007-06-29,AB,34
2007-06-29,B,204
2007-06-29,O,305
2007-06-30,A,132
2007-06-30,AB,41
2007-06-30,B,144
2007-06-30,O,258
2007-07-01,A,118
2007-07-01,AB,106
2007-07-01,B,185
2007-07-01,O,261
2007-07-02,A,157
2007-07-02,AB,49
2007-07-02,B,198
2007-07-02,O,274
2007-07-03,A,148
2007-07-03,AB,46
2007-07-03,B,180
2007-07-03,O,279
2007-07-04,A,162
2007-07-04,AB,44
2007-07-04,B,205
2007-07-04,O,303
2007-07-05,A,148
2007-07-05,AB,46
2007-07-05,B,226
2007-07-05,O,269
2007-07-06,A,165
2007-07-06,AB,47
2007-07-06,B,209
2007-07-06,O,298
2007-07-07,A,138
2007-07-07,AB,35
2007-07-07,B,168
2007-07-07,O,267
2007-07-08,A,144
2007-07-08,AB,37
2007-07-08,B,180
2007-07-08,O,311
2007-07-09,A,127
2007-07-09,AB,39
2007-07-09,B,199
2007-07-09,O,306
2007-07-10,A,166
2007-07-10,AB,38
2007-07-10,B,195
2007-07-10,O,311
2007-07-11,A,169
2007-07-11,AB,55
2007-07-11,B,237
2007-07-11,O,310
2007-07-12,A,175
2007-07-12,AB,45
2007-07-12,B,223
2007-07-12,O,314
2007-07-13,A,160
2007-07-13,AB,48
2007-07-13,B,191
2007-07-13,O,316
2007-07-14,A,170
2007-07-14,AB,36
2007-07-14,B,207
2007-07-14,O,295
2007-07-15,A,155
2007-07-15,AB,37
2007-07-15,B,190
2007-07-15,O,294
2007-07-16,A,155
2007-07-16,AB,43
2007-07-16,B,216
2007-07-16,O,326
2007-07-17,A,178
2007-07-17,AB,38
2007-07-17,B,226
2007-07-17,O,315
2007-07-18,A,202
2007-07-18,AB,43
2007-07-18,B,230
2007-07-18,O,317
2007-07-19,A,186
2007-07-19,AB,50
2007-07-19,B,230
2007-07-19,O,350
2007-07-20,A,182
2007-07-20,AB,55
2007-07-20,B,268
2007-07-20,O,390
2007-07-21,A,154
2007-07-21,AB,53
2007-07-21,B,195
2007-07-21,O,296
2007-07-22,A,169
2007-07-22,AB,42
2007-07-22,B,206
2007-07-22,O,318
2007-07-23,A,188
2007-07-23,AB,59
2007-07-23,B,226
2007-07-23,O,402
2007-07-24,A,187
2007-07-24,AB,59
2007-07-24,B,238
2007-07-24,O,981
2007-07-25,A,167
2007-07-25,AB,56
2007-07-25,B,226
2007-07-25,O,377
2007-07-26,A,188
2007-07-26,AB,58
2007-07-26,B,262
2007-07-26,O,362
2007-07-27,A,212
2007-07-27,AB,63
2007-07-27,B,227
2007-07-27,O,403
2007-07-28,A,179
2007-07-28,AB,62
2007-07-28,B,234
2007-07-28,O,371
2007-07-29,A,169
2007-07-29,AB,58
2007-07-29,B,242
2007-07-29,O,399
2007-07-30,A,200
2007-07-30,AB,49
2007-07-30,B,228
2007-07-30,O,430
2007-07-31,A,225
2007-07-31,AB,57
2007-07-31,B,257
2007-07-31,O,428
2007-08-01,A,180
2007-08-01,AB,52
2007-08-01,B,285
2007-08-01,O,373
2007-08-02,A,229
2007-08-02,AB,56
2007-08-02,B,262
2007-08-02,O,405
2007-08-03,A,243
2007-08-03,AB,53
2007-08-03,B,290
2007-08-03,O,380
2007-08-04,A,201
2007-08-04,AB,37
2007-08-04,B,279
2007-08-04,O,355
2007-08-05,A,219
2007-08-05,AB,43
2007-08-05,B,276
2007-08-05,O,386
2007-08-06,A,227
2007-08-06,AB,66
2007-08-06,B,266
2007-08-06,O,379
2007-08-07,A,213
2007-08-07,AB,61
2007-08-07,B,246
2007-08-07,O,362
2007-08-08,A,213
2007-08-08,AB,47
2007-08-08,B,281
2007-08-08,O,405
2007-08-09,A,247
2007-08-09,AB,48
2007-08-09,B,287
2007-08-09,O,400
2007-08-10,A,226
2007-08-10,AB,64
2007-08-10,B,276
2007-08-10,O,352
2007-08-11,A,189
2007-08-11,AB,44
2007-08-11,B,220
2007-08-11,O,342
2007-08-12,A,230
2007-08-12,AB,51
2007-08-12,B,255
2007-08-12,O,315
2007-08-13,A,218
2007-08-13,AB,58
2007-08-13,B,265
2007-08-13,O,388
2007-08-14,A,206
2007-08-14,AB,41
2007-08-14,B,266
2007-08-14,O,340
2007-08-15,A,214
2007-08-15,AB,43
2007-08-15,B,281
2007-08-15,O,344
2007-08-16,A,229
2007-08-16,AB,59
2007-08-16,B,246
2007-08-16,O,352
2007-08-17,A,199
2007-08-17,AB,56
2007-08-17,B,244
2007-08-17,O,346
2007-08-18,A,204
2007-08-18,AB,51
2007-08-18,B,237
2007-08-18,O,325
2007-08-19,A,219
2007-08-19,AB,51
2007-08-19,B,236
2007-08-19,O,335
2007-08-20,A,216
2007-08-20,AB,54
2007-08-20,B,270
2007-08-20,O,350
2007-08-21,A,212
2007-08-21,AB,59
2007-08-21,B,245
2007-08-21,O,385
2007-08-22,A,239
2007-08-22,AB,53
2007-08-22,B,249
2007-08-22,O,364
2007-08-23,A,222
2007-08-23,AB,42
2007-08-23,B,264
2007-08-23,O,366
2007-08-24,A,233
2007-08-24,AB,56
2007-08-24,B,265
2007-08-24,O,367
2007-08-25,A,212
2007-08-25,AB,59
2007-08-25,B,197
2007-08-25,O,355
2007-08-26,A,217
2007-08-26,AB,43
2007-08-26,B,236
2007-08-26,O,333
2007-08-27,A,209
2007-08-27,AB,65
2007-08-27,B,241
2007-08-27,O,337
2007-08-28,A,218
2007-08-28,AB,60
2007-08-28,B,198
2007-08-28,O,359
2007-08-29,A,218
2007-08-29,AB,60
2007-08-29,B,265
2007-08-29,O,402
2007-08-30,A,248
2007-08-30,AB,67
2007-08-30,B,246
2007-08-30,O,379
2007-08-31,A,233
2007-08-31,AB,68
2007-08-31,B,246
2007-08-31,O,356
2007-09-01,A,178
2007-09-01,AB,59
2007-09-01,B,241
2007-09-01,O,326
2007-09-02,A,223
2007-09-02,AB,65
2007-09-02,B,240
2007-09-02,O,372
2007-09-03,A,246
2007-09-03,AB,78
2007-09-03,B,273
2007-09-03,O,376
2007-09-04,A,247
2007-09-04,AB,56
2007-09-04,B,274
2007-09-04,O,378
2007-09-05,A,248
2007-09-05,AB,70
2007-09-05,B,307
2007-09-05,O,438
2007-09-06,A,228
2007-09-06,AB,69
2007-09-06,B,268
2007-09-06,O,384
2007-09-07,A,222
2007-09-07,AB,68
2007-09-07,B,284
2007-09-07,O,411
2007-09-08,A,239
2007-09-08,AB,77
2007-09-08,B,270
2007-09-08,O,378
2007-09-09,A,291
2007-09-09,AB,63
2007-09-09,B,278
2007-09-09,O,418
2007-09-10,A,222
2007-09-10,AB,70
2007-09-10,B,292
2007-09-10,O,448
2007-09-11,A,245
2007-09-11,AB,68
2007-09-11,B,350
2007-09-11,O,464
2007-09-12,A,264
2007-09-12,AB,66
2007-09-12,B,287
2007-09-12,O,435
2007-09-13,A,257
2007-09-13,AB,80
2007-09-13,B,330
2007-09-13,O,443
2007-09-14,A,272
