date,blood_group,opening_inventory,units_received,units_issued,units_discarded,closing_inventory
2006-06-17,O,3963,336,139,44,4116
2006-06-18,A,1078,181,115,14,1130
2006-06-18,AB,399,58,30,2,425
2006-06-18,B,1296,180,134,12,1330
2006-06-18,O,4116,267,156,39,4188
2006-06-19,A,1130,101,110,8,1113
2006-06-19,AB,425,22,29,1,417
2006-06-19,B,1330,126,117,18,1321
2006-06-19,O,4188,159,176,35,4136
2006-06-20,A,1113,105,136,2,1080
2006-06-20,AB,417,28,18,2,425
2006-06-20,B,1321,140,133,5,1323
2006-06-20,O,4136,194,153,42,4135
2006-06-21,A,1080,148,108,11,1109
2006-06-21,AB,425,47,39,1,432
2006-06-21,B,1323,168,124,7,1360
2006-06-21,O,4135,254,154,35,4200
2006-06-22,A,1109,131,129,12,1099
2006-06-22,AB,432,28,29,2,429
2006-06-22,B,1360,141,147,10,1344
2006-06-22,O,4200,235,147,37,4251
2006-06-23,A,1099,118,154,5,1058
2006-06-23,AB,429,44,32,2,439
2006-06-23,B,1344,147,145,6,1340
2006-06-23,O,4251,167,170,37,4211
2006-06-24,A,1058,220,84,8,1186
2006-06-24,AB,439,71,18,2,490
2006-06-24,B,1340,278,107,11,1500
2006-06-24,O,4211,378,142,41,4406
2006-06-25,A,1186,153,109,8,1222
2006-06-25,AB,490,37,23,5,499
2006-06-25,B,1500,156,147,15,1494
2006-06-25,O,4406,279,148,40,4497
2006-06-26,A,1222,106,137,11,1180
2006-06-26,AB,499,25,25,4,495
2006-06-26,B,1494,94,145,6,1437
2006-06-26,O,4497,116,148,36,4429
2006-06-27,A,1180,222,248,9,1145
2006-06-27,AB,495,63,25,3,530
2006-06-27,B,1437,244,152,11,1518
2006-06-27,O,4429,327,158,46,4552
2006-06-28,A,1145,90,108,10,1117
2006-06-28,AB,530,24,26,4,524
2006-06-28,B,1518,134,134,13,1505
2006-06-28,O,4552,166,172,46,4500
2006-06-29,A,1117,123,126,10,1104
2006-06-29,AB,524,31,29,5,521
2006-06-29,B,1505,118,141,9,1473
2006-06-29,O,4500,190,157,49,4484
2006-06-30,A,1104,118,128,6,1088
2006-06-30,AB,521,24,44,3,498
2006-06-30,B,1473,98,140,7,1424
2006-06-30,O,4484,148,146,54,4432
2006-07-01,A,1088,36,112,7,1005
2006-07-01,AB,498,15,29,7,477
2006-07-01,B,1424,57,96,11,1374
2006-07-01,O,4432,108,134,39,4367
2006-07-02,A,1005,161,115,11,1040
2006-07-02,AB,477,45,22,3,497
2006-07-02,B,1374,141,131,10,1374
2006-07-02,O,4367,235,148,33,4421
2006-07-03,A,1040,94,102,5,1027
2006-07-03,AB,497,45,25,7,510
2006-07-03,B,1374,111,118,9,1358
2006-07-03,O,4421,157,152,43,4383
2006-07-04,A,1027,130,120,6,1031
2006-07-04,AB,510,40,23,2,525
2006-07-04,B,1358,152,143,8,1359
2006-07-04,O,4383,184,160,58,4349
2006-07-05,A,1031,122,134,4,1015
2006-07-05,AB,525,24,33,4,512
2006-07-05,B,1359,132,123,10,1358
2006-07-05,O,4349,174,153,46,4324
2006-07-06,A,1015,55,147,6,917
2006-07-06,AB,512,10,34,3,485
2006-07-06,B,1358,52,136,6,1268
2006-07-06,O,4324,124,185,51,4212
2006-07-07,A,917,117,138,4,892
2006-07-07,AB,485,22,27,4,476
2006-07-07,B,1268,75,147,12,1184
2006-07-07,O,4212,150,157,31,4174
2006-07-08,A,892,137,129,4,896
2006-07-08,AB,476,43,26,3,490
2006-07-08,B,1184,182,136,8,1222
2006-07-08,O,4174,249,132,37,4254
2006-07-09,A,896,109,137,3,865
2006-07-09,AB,490,20,30,3,477
2006-07-09,B,1222,87,123,7,1179
2006-07-09,O,4254,125,138,34,4207
2006-07-10,A,865,93,131,4,823
2006-07-10,AB,477,23,37,3,460
2006-07-10,B,1179,114,137,6,1150
2006-07-10,O,4207,154,176,35,4150
2006-07-11,A,823,233,126,3,927
2006-07-11,AB,460,62,24,3,495
2006-07-11,B,1150,199,155,5,1189
2006-07-11,O,4150,407,176,45,4336
2006-07-12,A,927,238,143,12,1010
2006-07-12,AB,495,49,39,3,502
2006-07-12,B,1189,219,167,6,1235
2006-07-12,O,4336,395,188,51,4492
2006-07-13,A,1010,247,143,6,1108
2006-07-13,AB,502,73,32,5,538
2006-07-13,B,1235,258,158,14,1321
2006-07-13,O,4492,434,181,36,4709
2006-07-14,A,1108,219,154,7,1166
2006-07-14,AB,538,50,41,8,539
2006-07-14,B,1321,245,170,7,1389
2006-07-14,O,4709,404,191,76,4846
2006-07-15,A,1166,155,126,9,1186
2006-07-15,AB,539,49,30,3,555
2006-07-15,B,1389,170,157,5,1397
2006-07-15,O,4846,289,165,59,4911
2006-07-16,A,1186,132,137,11,1170
2006-07-16,AB,555,44,37,5,557
2006-07-16,B,1397,132,140,8,1381
2006-07-16,O,4911,235,158,50,4938
2006-07-17,A,1170,83,135,8,1110
2006-07-17,AB,557,26,41,2,540
2006-07-17,B,1381,121,156,10,1336
2006-07-17,O,4938,174,211,55,4846
2006-07-18,A,1110,127,139,3,1095
2006-07-18,AB,540,40,42,2,536
2006-07-18,B,1336,116,173,7,1272
2006-07-18,O,4846,239,192,51,4842
2006-07-19,A,1095,196,248,8,1035
2006-07-19,AB,536,83,41,8,570
2006-07-19,B,1272,219,157,13,1321
2006-07-19,O,4842,309,175,58,4918
2006-07-20,A,1035,170,139,7,1059
2006-07-20,AB,570,61,37,4,590
2006-07-20,B,1321,230,145,8,1398
2006-07-20,O,4918,295,199,64,4950
2006-07-21,A,1059,126,162,6,1017
2006-07-21,AB,590,35,28,9,588
2006-07-21,B,1398,128,175,4,1347
2006-07-21,O,4950,213,186,56,4921
2006-07-22,A,1017,147,137,10,1017
2006-07-22,AB,588,66,39,10,605
2006-07-22,B,1347,191,148,16,1374
2006-07-22,O,4921,257,172,55,4951
2006-07-23,A,1017,223,166,5,1069
2006-07-23,AB,605,61,51,8,607
2006-07-23,B,1374,249,152,9,1462
2006-07-23,O,4951,412,172,64,5127
2006-07-24,A,1069,132,139,10,1052
2006-07-24,AB,607,27,34,4,596
2006-07-24,B,1462,152,176,7,1431
2006-07-24,O,5127,193,204,68,5048
2006-07-25,A,1052,226,181,5,1092
2006-07-25,AB,596,61,33,9,615
2006-07-25,B,1431,276,174,5,1528
2006-07-25,O,5048,364,201,56,5155
2006-07-26,A,1092,348,158,11,1271
2006-07-26,AB,615,92,44,6,657
2006-07-26,B,1528,351,178,17,1684
2006-07-26,O,5155,560,213,79,5423
2006-07-27,A,1271,222,158,8,1327
2006-07-27,AB,657,61,53,5,660
2006-07-27,B,1684,246,231,8,1691
2006-07-27,O,5423,381,199,65,5540
2006-07-28,A,1327,218,180,9,1356
2006-07-28,AB,660,67,45,7,675
2006-07-28,B,1691,209,212,13,1675
2006-07-28,O,5540,373,238,64,5611
2006-07-29,A,1356,174,154,8,1368
2006-07-29,AB,675,46,32,9,680
2006-07-29,B,1675,201,200,6,1670
2006-07-29,O,5611,282,195,87,5611
2006-07-30,A,1368,203,137,8,1426
2006-07-30,AB,680,54,46,12,676
2006-07-30,B,1670,179,180,5,1664
2006-07-30,O,5611,347,220,98,5640
2006-07-31,A,1426,44,175,11,1284
2006-07-31,AB,676,5,54,8,619
2006-07-31,B,1664,44,199,14,1495
2006-07-31,O,5640,74,258,73,5383
2006-08-01,A,1284,180,155,10,1299
2006-08-01,AB,619,54,48,11,614
2006-08-01,B,1495,213,207,13,1488
2006-08-01,O,5383,250,234,52,5347
2006-08-02,A,1299,140,188,5,1246
2006-08-02,AB,614,36,41,6,603
2006-08-02,B,1488,125,215,8,1390
2006-08-02,O,5347,225,261,76,5235
2006-08-03,A,1246,148,198,7,1189
2006-08-03,AB,603,51,48,5,601
2006-08-03,B,1390,176,204,11,1351
2006-08-03,O,5235,243,242,69,5167
2006-08-04,A,1189,72,170,7,1084
2006-08-04,AB,601,17,54,5,559
2006-08-04,B,1351,57,207,5,1196
2006-08-04,O,5167,117,230,54,5000
2006-08-05,A,1084,52,152,7,977
2006-08-05,AB,559,13,42,3,527
2006-08-05,B,1196,71,169,7,1091
2006-08-05,O,5000,85,227,57,4801
2006-08-06,A,977,180,146,6,1005
2006-08-06,AB,527,61,55,3,530
2006-08-06,B,1091,214,230,3,1072
2006-08-06,O,4801,346,240,67,4840
2006-08-07,A,1005,110,431,0,684
2006-08-07,AB,530,31,34,6,521
2006-08-07,B,1072,142,195,5,1014
2006-08-07,O,4840,219,264,56,4739
2006-08-08,A,684,99,137,5,641
2006-08-08,AB,521,29,46,5,499
2006-08-08,B,1014,135,208,5,936
2006-08-08,O,4739,170,260,57,4592
2006-08-09,A,641,233,193,2,679
2006-08-09,AB,499,48,55,1,491
2006-08-09,B,936,204,207,7,926
2006-08-09,O,4592,328,249,44,4627
2006-08-10,A,679,178,190,8,659
2006-08-10,AB,491,58,95,4,450
2006-08-10,B,926,225,202,8,941
2006-08-10,O,4627,271,254,45,4599
2006-08-11,A,659,75,149,2,583
2006-08-11,AB,450,16,49,3,414
2006-08-11,B,941,80,196,9,816
2006-08-11,O,4599,120,247,34,4438
2006-08-12,A,583,180,135,7,621
2006-08-12,AB,414,44,49,1,408
2006-08-12,B,816,182,192,4,802
2006-08-12,O,4438,346,213,52,4519
2006-08-13,A,621,190,145,4,662
2006-08-13,AB,408,47,47,6,402
2006-08-13,B,802,223,160,6,859
2006-08-13,O,4519,366,204,55,4626
2006-08-14,A,662,223,159,7,719
2006-08-14,AB,402,57,41,6,412
2006-08-14,B,859,199,192,6,860
2006-08-14,O,4626,334,241,62,4657
2006-08-15,A,719,325,181,6,857
2006-08-15,AB,412,88,47,0,453
2006-08-15,B,860,390,213,1,1036
2006-08-15,O,4657,491,248,58,4842
2006-08-16,A,857,169,173,10,843
2006-08-16,AB,453,49,54,3,445
2006-08-16,B,1036,170,200,4,1002
2006-08-16,O,4842,273,269,57,4789
2006-08-17,A,843,231,175,1,898
2006-08-17,AB,445,69,61,2,451
2006-08-17,B,1002,275,214,9,1054
2006-08-17,O,4789,370,252,59,4848
2006-08-18,A,898,167,163,5,897
2006-08-18,AB,451,56,49,4,454
2006-08-18,B,1054,183,210,3,1024
2006-08-18,O,4848,252,257,69,4774
2006-08-19,A,897,119,170,5,841
2006-08-19,AB,454,28,33,1,448
2006-08-19,B,1024,133,188,8,961
2006-08-19,O,4774,194,246,61,4661
2006-08-20,A,841,261,164,4,934
2006-08-20,AB,448,67,37,1,477
2006-08-20,B,961,238,183,4,1012
2006-08-20,O,4661,382,239,54,4750
2006-08-21,A,934,58,160,6,826
2006-08-21,AB,477,27,44,2,458
2006-08-21,B,1012,87,180,11,908
2006-08-21,O,4750,146,251,42,4603
2006-08-22,A,826,178,150,2,852
2006-08-22,AB,458,53,43,5,463
2006-08-22,B,908,199,200,2,905
2006-08-22,O,4603,296,247,40,4612
2006-08-23,A,852,277,205,4,920
2006-08-23,AB,463,94,58,5,494
2006-08-23,B,905,312,218,11,988
2006-08-23,O,4612,401,271,49,4693
2006-08-24,A,920,300,174,6,1040
2006-08-24,AB,494,67,49,1,511
2006-08-24,B,988,304,200,8,1084
2006-08-24,O,4693,422,272,49,4794
2006-08-25,A,1040,254,233,0,1061
2006-08-25,AB,511,73,50,5,529
2006-08-25,B,1084,272,222,8,1126
2006-08-25,O,4794,362,246,45,4865
2006-08-26,A,1061,79,148,8,984
2006-08-26,AB,529,18,48,5,494
2006-08-26,B,1126,89,179,7,1029
2006-08-26,O,4865,161,238,54,4734
2006-08-27,A,984,172,156,8,992
2006-08-27,AB,494,40,41,4,489
2006-08-27,B,1029,187,179,3,1034
2006-08-27,O,4734,288,214,58,4750
2006-08-28,A,992,89,162,4,915
2006-08-28,AB,489,23,43,2,467
2006-08-28,B,1034,103,212,5,920
2006-08-28,O,4750,130,246,58,4576
2006-08-29,A,915,198,200,4,909
2006-08-29,AB,467,56,60,0,463
2006-08-29,B,920,242,212,5,945
2006-08-29,O,4576,301,251,50,4576
2006-08-30,A,909,121,180,6,844
2006-08-30,AB,463,41,49,1,454
2006-08-30,B,945,135,219,4,857
2006-08-30,O,4576,212,246,58,4484
2006-08-31,A,844,203,186,7,854
2006-08-31,AB,454,58,49,6,457
2006-08-31,B,857,192,184,6,859
2006-08-31,O,4484,322,266,64,4476
2006-09-01,A,854,29,185,6,692
2006-09-01,AB,457,10,55,1,411
2006-09-01,B,859,38,193,4,700
2006-09-01,O,4476,57,254,32,4247
2006-09-02,A,692,242,175,4,755
2006-09-02,AB,411,71,41,5,436
2006-09-02,B,700,276,165,4,807
2006-09-02,O,4247,417,282,44,4338
2006-09-03,A,755,591,183,4,1159
2006-09-03,AB,436,142,60,6,512
2006-09-03,B,807,581,211,9,1168
2006-09-03,O,4338,952,267,57,4966
2006-09-04,A,1159,67,195,3,1028
2006-09-04,AB,512,21,66,5,462
2006-09-04,B,1168,80,225,4,1019
2006-09-04,O,4966,140,286,54,4766
2006-09-05,A,1028,298,240,11,1075
2006-09-05,AB,462,53,44,2,469
2006-09-05,B,1019,279,248,5,1045
2006-09-05,O,4766,424,310,57,4823
2006-09-06,A,1075,223,223,4,1071
2006-09-06,AB,469,63,63,3,466
2006-09-06,B,1045,241,239,5,1042
2006-09-06,O,4823,376,308,63,4828
2006-09-07,A,1071,241,210,6,1096
2006-09-07,AB,466,53,49,2,468
2006-09-07,B,1042,239,240,14,1027
2006-09-07,O,4828,309,300,55,4782
2006-09-08,A,1096,141,210,7,1020
2006-09-08,AB,468,35,50,4,449
2006-09-08,B,1027,180,219,4,984
2006-09-08,O,4782,220,308,54,4640
2006-09-09,A,1020,93,187,1,925
2006-09-09,AB,449,43,43,4,445
2006-09-09,B,984,98,215,5,862
2006-09-09,O,4640,136,282,69,4425
2006-09-10,A,925,225,199,7,944
2006-09-10,AB,445,77,64,3,455
2006-09-10,B,862,244,217,6,883
2006-09-10,O,4425,346,321,40,4410
2006-09-11,A,944,167,215,4,892
2006-09-11,AB,455,59,61,7,446
2006-09-11,B,883,186,252,3,814
2006-09-11,O,4410,248,306,38,4314
2006-09-12,A,892,218,232,2,876
2006-09-12,AB,446,54,62,3,435
2006-09-12,B,814,286,262,2,836
2006-09-12,O,4314,397,315,41,4355
2006-09-13,A,876,197,230,3,840
2006-09-13,AB,435,60,58,3,434
2006-09-13,B,836,231,237,3,827
2006-09-13,O,4355,365,341,41,4338
2006-09-14,A,840,293,229,4,900
2006-09-14,AB,434,67,62,4,435
2006-09-14,B,827,280,223,3,881
2006-09-14,O,4338,444,343,37,4402
2006-09-15,A,900,205,232,5,868
2006-09-15,AB,435,35,68,0,402
2006-09-15,B,881,206,263,14,810
2006-09-15,O,4402,274,320,41,4315
2006-09-16,A,868,178,239,5,802
2006-09-16,AB,402,52,56,4,394
2006-09-16,B,810,174,227,3,754
2006-09-16,O,4315,300,284,59,4272
2006-09-17,A,802,195,208,8,781
2006-09-17,AB,394,46,46,2,392
2006-09-17,B,754,224,227,5,746
2006-09-17,O,4272,288,290,32,4238
2006-09-18,A,781,123,230,3,671
2006-09-18,AB,392,35,67,3,357
2006-09-18,B,746,144,230,6,654
2006-09-18,O,4238,259,311,48,4138
2006-09-19,A,671,243,243,3,668
2006-09-19,AB,357,54,58,3,350
2006-09-19,B,654,227,246,8,627
2006-09-19,O,4138,334,312,48,4112
2006-09-20,A,668,292,279,2,679
2006-09-20,AB,350,92,71,5,366
2006-09-20,B,627,367,227,8,759
2006-09-20,O,4112,538,312,39,4299
2006-09-21,A,679,429,285,4,819
2006-09-21,AB,366,106,72,1,399
2006-09-21,B,759,417,249,3,924
2006-09-21,O,4299,634,326,46,4561
2006-09-22,A,819,291,248,7,855
2006-09-22,AB,399,68,52,3,412
2006-09-22,B,924,325,261,6,982
2006-09-22,O,4561,403,352,50,4562
2006-09-23,A,855,93,217,2,729
2006-09-23,AB,412,25,61,1,375
2006-09-23,B,982,113,220,4,871
2006-09-23,O,4562,137,292,37,4370
2006-09-24,A,729,70,222,2,575
2006-09-24,AB,375,13,52,4,332
2006-09-24,B,871,69,240,5,695
2006-09-24,O,4370,104,323,42,4109
2006-09-25,A,575,14,204,2,383
2006-09-25,AB,332,2,57,5,272
2006-09-25,B,695,13,247,2,459
2006-09-25,O,4109,35,308,28,3808
2006-09-26,A,383,20,214,3,186
2006-09-26,AB,272,3,70,2,203
2006-09-26,B,459,13,243,0,229
2006-09-26,O,3808,29,357,25,3455
2006-09-27,A,186,41,204,0,23
2006-09-27,AB,203,12,74,0,141
2006-09-27,B,229,61,240,1,49
2006-09-27,O,3455,61,307,21,3188
2006-09-28,A,23,75,98,0,0
2006-09-28,AB,141,21,50,0,112
2006-09-28,B,49,105,154,0,0
2006-09-28,O,3188,127,318,16,2981
2006-09-29,A,0,173,173,0,0
2006-09-29,AB,112,44,115,1,40
2006-09-29,B,0,175,175,0,0
2006-09-29,O,2981,245,308,21,2897
2006-09-30,A,0,24,24,0,0
2006-09-30,AB,40,17,57,0,0
2006-09-30,B,0,20,20,0,0
2006-09-30,O,2897,63,281,11,2668
2006-10-01,A,0,193,193,0,0
2006-10-01,AB,0,51,51,0,0
2006-10-01,B,0,185,185,0,0
2006-10-01,O,2668,296,281,27,2656
2006-10-02,A,0,71,71,0,0
2006-10-02,AB,0,12,12,0,0
2006-10-02,B,0,72,72,0,0
2006-10-02,O,2656,115,329,13,2429
2006-10-03,A,0,49,49,0,0
2006-10-03,AB,0,6,6,0,0
2006-10-03,B,0,48,48,0,0
2006-10-03,O,2429,88,298,16,2203
2006-10-04,A,0,62,62,0,0
2006-10-04,AB,0,22,22,0,0
2006-10-04,B,0,66,66,0,0
2006-10-04,O,2203,134,292,15,2030
2006-10-05,A,0,86,86,0,0
2006-10-05,AB,0,33,33,0,0
2006-10-05,B,0,96,96,0,0
2006-10-05,O,2030,155,268,8,1909
2006-10-06,A,0,125,125,0,0
2006-10-06,AB,0,36,36,0,0
2006-10-06,B,0,155,155,0,0
2006-10-06,O,1909,218,261,17,1849
2006-10-07,A,0,20,20,0,0
2006-10-07,AB,0,6,6,0,0
2006-10-07,B,0,11,11,0,0
2006-10-07,O,1849,20,211,11,1647
2006-10-08,A,0,196,181,0,15
2006-10-08,AB,0,43,38,0,5
2006-10-08,B,0,176,176,0,0
2006-10-08,O,1647,298,247,12,1686
2006-10-09,A,15,76,91,0,0
2006-10-09,AB,5,25,30,0,0
2006-10-09,B,0,53,53,0,0
2006-10-09,O,1686,116,228,8,1566
2006-10-10,A,0,49,49,0,0
2006-10-10,AB,0,8,8,0,0
2006-10-10,B,0,55,55,0,0
2006-10-10,O,1566,68,270,6,1358
2006-10-11,A,0,47,47,0,0
2006-10-11,AB,0,14,14,0,0
2006-10-11,B,0,84,84,0,0
2006-10-11,O,1358,142,260,10,1230
2006-10-12,A,0,107,107,0,0
2006-10-12,AB,0,21,21,0,0
2006-10-12,B,0,102,102,0,0
2006-10-12,O,1230,183,260,7,1146
2006-10-13,A,0,173,155,1,17
2006-10-13,AB,0,43,34,0,9
2006-10-13,B,0,148,148,0,0
2006-10-13,O,1146,246,199,11,1182
2006-10-14,A,17,85,102,0,0
2006-10-14,AB,9,21,29,0,1
2006-10-14,B,0,98,98,0,0
2006-10-14,O,1182,133,180,4,1131
2006-10-15,A,0,344,132,1,211
2006-10-15,AB,1,82,37,2,44
2006-10-15,B,0,316,150,0,166
2006-10-15,O,1131,543,195,5,1474
2006-10-16,A,211,169,146,0,234
2006-10-16,AB,44,42,43,0,43
2006-10-16,B,166,200,163,1,202
2006-10-16,O,1474,283,240,11,1506
2006-10-17,A,234,99,148,2,183
2006-10-17,AB,43,32,44,0,31
2006-10-17,B,202,137,134,1,204
2006-10-17,O,1506,170,216,6,1454
2006-10-18,A,183,61,122,2,120
2006-10-18,AB,31,18,31,0,18
2006-10-18,B,204,86,124,1,165
2006-10-18,O,1454,123,209,5,1363
2006-10-19,A,120,163,151,0,132
2006-10-19,AB,18,45,39,0,24
2006-10-19,B,165,210,131,0,244
2006-10-19,O,1363,296,206,8,1445
2006-10-20,A,132,95,144,0,83
2006-10-20,AB,24,15,30,0,9
2006-10-20,B,244,112,120,2,234
2006-10-20,O,1445,156,204,8,1389
2006-10-21,A,83,13,92,0,4
2006-10-21,AB,9,3,12,0,0
2006-10-21,B,234,9,86,0,157
2006-10-21,O,1389,17,159,7,1240
2006-10-22,A,4,51,55,0,0
2006-10-22,AB,0,9,9,0,0
2006-10-22,B,157,55,101,0,111
2006-10-22,O,1240,104,169,4,1171
2006-10-23,A,0,10,10,0,0
2006-10-23,AB,0,2,2,0,0
2006-10-23,B,111,15,103,0,23
2006-10-23,O,1171,45,166,7,1043
2006-10-24,A,0,4,4,0,0
2006-10-24,AB,0,2,2,0,0
2006-10-24,B,23,3,26,0,0
2006-10-24,O,1043,9,170,8,874
2006-10-25,A,0,11,11,0,0
2006-10-25,AB,0,4,4,0,0
2006-10-25,B,0,11,11,0,0
2006-10-25,O,874,21,169,7,719
2006-10-26,A,0,49,49,0,0
2006-10-26,AB,0,7,7,0,0
2006-10-26,B,0,47,47,0,0
2006-10-26,O,719,66,173,6,606
2006-10-27,A,0,54,54,0,0
2006-10-27,AB,0,17,17,0,0
2006-10-27,B,0,77,77,0,0
2006-10-27,O,606,113,154,4,561
2006-10-28,A,0,71,71,0,0
2006-10-28,AB,0,21,21,0,0
2006-10-28,B,0,78,78,0,0
2006-10-28,O,561,137,154,3,541
2006-10-29,A,0,206,105,1,100
2006-10-29,AB,0,46,24,0,22
2006-10-29,B,0,177,86,0,91
2006-10-29,O,541,363,169,2,733
2006-10-30,A,100,78,93,1,84
2006-10-30,AB,22,24,29,0,17
2006-10-30,B,91,92,99,0,84
2006-10-30,O,733,154,186,7,694
2006-10-31,A,84,89,95,0,78
2006-10-31,AB,17,11,24,0,4
2006-10-31,B,84,94,110,1,67
2006-10-31,O,694,139,194,5,634
2006-11-01,A,78,147,103,1,121
2006-11-01,AB,4,39,22,0,21
2006-11-01,B,67,164,103,0,128
2006-11-01,O,634,196,172,11,647
2006-11-02,A,121,118,102,1,136
2006-11-02,AB,21,31,26,0,26
2006-11-02,B,128,142,89,0,181
2006-11-02,O,647,207,181,7,666
2006-11-03,A,136,194,107,1,222
2006-11-03,AB,26,59,32,1,52
2006-11-03,B,181,207,104,1,283
2006-11-03,O,666,331,203,2,792
2006-11-04,A,222,62,110,1,173
2006-11-04,AB,52,17,33,1,35
2006-11-04,B,283,97,102,2,276
2006-11-04,O,792,116,168,2,738
2006-11-05,A,173,187,99,2,259
2006-11-05,AB,35,45,29,1,50
2006-11-05,B,276,171,90,3,354
2006-11-05,O,738,269,156,2,849
2006-11-06,A,259,101,116,4,240
2006-11-06,AB,50,24,27,0,47
2006-11-06,B,354,139,104,3,386
2006-11-06,O,849,173,189,6,827
2006-11-07,A,240,174,129,1,284
2006-11-07,AB,47,52,24,0,75
2006-11-07,B,386,209,117,1,477
2006-11-07,O,827,314,160,3,978
2006-11-08,A,284,164,96,1,351
2006-11-08,AB,75,37,20,0,92
2006-11-08,B,477,215,125,2,565
2006-11-08,O,978,276,193,8,1053
2006-11-09,A,351,280,111,1,519
2006-11-09,AB,92,54,22,0,124
2006-11-09,B,565,238,122,4,677
2006-11-09,O,1053,390,201,11,1231
2006-11-10,A,519,134,130,2,521
2006-11-10,AB,124,41,41,2,122
2006-11-10,B,677,152,113,4,712
2006-11-10,O,1231,232,206,8,1249
2006-11-11,A,521,60,107,2,472
2006-11-11,AB,122,13,51,1,83
2006-11-11,B,712,79,113,3,675
2006-11-11,O,1249,122,204,9,1158
2006-11-12,A,472,234,99,2,605
2006-11-12,AB,83,64,38,1,108
2006-11-12,B,675,221,132,5,759
2006-11-12,O,1158,370,180,6,1342
2006-11-13,A,605,96,120,1,580
2006-11-13,AB,108,21,35,1,93
2006-11-13,B,759,92,148,1,702
2006-11-13,O,1342,177,200,7,1312
2006-11-14,A,580,229,119,1,689
2006-11-14,AB,93,61,30,0,124
2006-11-14,B,702,252,138,4,812
2006-11-14,O,1312,282,180,7,1407
2006-11-15,A,689,122,99,5,707
2006-11-15,AB,124,32,32,1,123
2006-11-15,B,812,140,146,2,804
2006-11-15,O,1407,185,192,13,1387
2006-11-16,A,707,228,113,4,818
2006-11-16,AB,123,65,28,1,159
2006-11-16,B,804,217,141,3,877
2006-11-16,O,1387,329,172,7,1537
2006-11-17,A,818,152,120,2,848
2006-11-17,AB,159,39,32,0,166
2006-11-17,B,877,167,129,6,909
2006-11-17,O,1537,260,172,7,1618
2006-11-18,A,848,60,113,2,793
2006-11-18,AB,166,12,29,0,149
2006-11-18,B,909,79,141,5,842
2006-11-18,O,1618,96,177,9,1528
2006-11-19,A,793,184,109,8,860
2006-11-19,AB,149,48,36,0,161
2006-11-19,B,842,165,102,4,901
2006-11-19,O,1528,248,205,11,1560
2006-11-20,A,860,215,118,10,947
2006-11-20,AB,161,51,44,2,166
2006-11-20,B,901,222,109,6,1008
2006-11-20,O,1560,359,203,8,1708
2006-11-21,A,947,221,156,4,1008
2006-11-21,AB,166,62,35,2,191
2006-11-21,B,1008,201,122,6,1081
2006-11-21,O,1708,437,229,19,1897
2006-11-22,A,1008,376,149,5,1230
2006-11-22,AB,191,85,41,0,235
2006-11-22,B,1081,350,145,6,1280
2006-11-22,O,1897,603,225,16,2259
2006-11-23,A,1230,439,167,4,1498
2006-11-23,AB,235,113,32,4,312
2006-11-23,B,1280,493,155,10,1608
2006-11-23,O,2259,709,259,16,2693
2006-11-24,A,1498,272,207,5,1558
2006-11-24,AB,312,78,37,2,351
2006-11-24,B,1608,262,139,8,1723
2006-11-24,O,2693,467,286,10,2864
2006-11-25,A,1558,91,170,6,1473
2006-11-25,AB,351,25,38,0,338
2006-11-25,B,1723,94,153,11,1653
2006-11-25,O,2864,147,263,14,2734
2006-11-26,A,1473,169,188,7,1447
2006-11-26,AB,338,46,53,1,330
2006-11-26,B,1653,195,151,5,1692
2006-11-26,O,2734,309,261,17,2765
2006-11-27,A,1447,109,190,8,1358
2006-11-27,AB,330,32,32,0,330
2006-11-27,B,1692,133,167,8,1650
2006-11-27,O,2765,163,268,13,2647
2006-11-28,A,1358,106,180,6,1278
2006-11-28,AB,330,28,45,7,306
2006-11-28,B,1650,175,177,3,1645
2006-11-28,O,2647,205,251,10,2591
2006-11-29,A,1278,102,175,7,1198
2006-11-29,AB,306,24,56,0,274
2006-11-29,B,1645,101,161,11,1574
2006-11-29,O,2591,149,285,11,2444
2006-11-30,A,1198,216,176,6,1232
2006-11-30,AB,274,66,58,3,279
2006-11-30,B,1574,232,185,13,1608
2006-11-30,O,2444,363,298,10,2499
2006-12-01,A,1232,142,168,9,1197
2006-12-01,AB,279,41,43,3,274
2006-12-01,B,1608,156,178,12,1574
2006-12-01,O,2499,258,315,9,2433
2006-12-02,A,1197,112,166,4,1139
2006-12-02,AB,274,30,41,2,261
2006-12-02,B,1574,127,157,12,1532
2006-12-02,O,2433,195,260,15,2353
2006-12-03,A,1139,329,181,11,1276
2006-12-03,AB,261,83,39,4,301
2006-12-03,B,1532,326,188,13,1657
2006-12-03,O,2353,529,240,13,2629
2006-12-04,A,1276,53,192,7,1130
2006-12-04,AB,301,10,43,4,264
2006-12-04,B,1657,67,178,10,1536
2006-12-04,O,2629,95,292,19,2413
2006-12-05,A,1130,103,182,5,1046
2006-12-05,AB,264,39,31,1,271
2006-12-05,B,1536,125,185,12,1464
2006-12-05,O,2413,188,296,13,2292
2006-12-06,A,1046,140,200,4,982
2006-12-06,AB,271,31,58,1,243
2006-12-06,B,1464,128,178,8,1406
2006-12-06,O,2292,192,293,16,2175
2006-12-07,A,982,108,177,6,907
2006-12-07,AB,243,33,46,1,229
2006-12-07,B,1406,139,189,14,1342
2006-12-07,O,2175,178,300,18,2035
